"HolderAddress","Balance","PendingBalanceUpdate"
"0x6e2bd6566db5ce7a8cb5935f35255fabd1ac0fb3","6,605.808710742537556238","No"
"0xa7eff4d902efe5b7ca89aa34c4d3859b021df2c9","6,444.603937635686753791","No"
"0x704581a1f6dedb26fd2609892ab46b50ad31aaa3","6,372.193395603826309982","No"
"0x44f446a74600bcae7d0b9a6d6e0d3e4662fd0a39","6,348.831249644053972552","No"
"0xdfc7cd021514c55eedc821e484217ee018e39028","6,328.368663556814460592","No"
"0x5190d659ac7528adbc342045c23cf4a00aada1a7","6,282.512775714624950991","No"
"0xae826720c73c2824394096f3236015487122d9d9","6,278.360222141354517697","No"
"0xc6fa72132ba3b29fedcf81c87fc5056a79450eb1","6,249.198387048625872955","No"
"0x57618fa8bfea4b5443fd6afab72e2642be6e589d","6,223.313284812170459049","No"
"0x579029ff69c05947e70c40b188fcb999b1bd2eb4","6,196.731052036175171897","No"
"0xe6cb8b9b0e0352bf0974e320f8fb3e0aa61f094b","6,164.840055078047311838","No"
"0xb35e3f8f21a51a3946cf69e56b501016e1d84912","6,049.847848233772349213","No"
"0xebaf573c51a66c41dcef1d8363412eac8607c2eb","6,044.873006181936709569","No"
"0xe6a2d99f1150a8c95c0542360feafca509774bc8","6,029.526611725502414526","No"
"0xa11f3cd9ce1de28d9df1b1606f92fdefc66d2702","6,004.803613005428441683","No"
"0x4df6152f1ab6f653446daaa21036493c4d61c0f9","5,983.115395798120524394","No"
"0x95356e7ad19431de1e8d523d5cdac0229325be8a","5,895.10706341362417818","No"
"0x39cb7a373d24dc3970e072bf02c35e8310e2394b","5,876.302976175953340012","No"
"0x12e5809a290615b908ea01df9151b17822e01e1b","5,869.835145650567680359","No"
"0xab9f5bc749dd40a2f7f4c6980dd974db39b9a813","5,844.358786670130034991","No"
"0x59d46aed1113801524f9be89c19cb958572a7b6f","5,804.66768731142651169","No"
"0x28d553b4cf5c5d2bfbbdf4bd44909f130cf9667f","5,799.591872794516415958","No"
"0x27c99086f404c16965ca3a713381cb6f8fb05ff4","5,787.768398680651950453","No"
"0x272446a11ed1c43a56fed1041f49af5da275c5b1","5,766.999099076628721039","No"
"0x5df85ad4b2c994bc1b937758aa016949a92e5fdc","5,766.379249304566551425","No"
"0x5ae80f865607fb4b366e22adf283f21f044e3a30","5,755.594293086724470824","No"
"0x511b99d5848895307f5c4b3cb1a4e616ac7da01f","5,738.956151763337751639","No"
"0x537f8c012b75d7847557f9977fe056b8d14cd829","5,666.913829873247744197","No"
"0x1408b44adad8f6b404f60c86daa23645df5bf812","5,610.330141421868631747","No"
"0x7506cf03d7b4681aac43289d3f6674164ea593f9","5,598.67846616800596506","No"
"0xc9db0a6b1342a24271fe2241f2153ea498c7449e","5,454.813488627847067153","No"
"0xaff448746c3752bb913d83c1e9a1141502b29227","5,441.714997673006248883","No"
"0x8808793d8467a4e169731e541c529b46b6d56f70","5,411.142370507951003731","No"
"0x2be4c6206d50e7d4722b56e13179e3198cc045fd","5,369.796295769188292963","No"
"0x3454a7fe2fe17df3b4e09b8bedb082af5c288e26","5,356.146997813978717983","No"
"0x5c65602d2bb7b4b1d6812fc7ca9d00d7ecaa7134","5,308.632805960031639808","No"
"0xc87c809dffb007247f64df4b48bb10e889d52c22","5,238.009084643303156733","No"
"0xee836086b495f9dbaf8ecb4b1d8c57ce6e0307f5","5,218.098160825586652455","No"
"0x7233ca2006c8e5162c0eb29d061e4a5bacb8bdd1","5,082.241529487728247201","No"
"0x94611ba992351b618fd19cf4227004b0b60c192e","5,020.325809810079725627","No"
"0x93e0204242b0c2a686e8fd49c2458ffe9559f7d0","4,991.440783104025336548","No"
"0xd8804709dffb73f39f8877e41a6ba457ad1a0e83","4,991.127845832646636722","No"
"0x5ff4c6ec990d9cccee80504c27b8a028d5ee8845","4,978.03833826560608606","No"
"0x48412fd2f1739ef6f662324d765e7b5952f72240","4,973.465001922200297067","No"
"0x8b88c8ddbfffdd05787407e691ce98d86f9a46f5","4,973.09432023707407199","No"
"0x513616dce322afd676c6497cfc1cb32cbf288e4c","4,957.892031317607636072","No"
"0x0d9e53afbde8110575daeec425fe86a367b5ffce","4,889.934416361221460802","No"
"0xd9551654d32de792b8472453f2a480d8c4a1fb65","4,888.91116628602192703","No"
"0xb3ffac6d77069e9c15bcf03e6dd68266264bf632","4,845.261755873848392096","No"
"0xe43bc9192cd7efd1516e3cbb1cadc1010e8ffc9d","4,819.089960864417739044","No"
"0xceaafa0ab1db95bd155b77e837afc991f4cb8182","4,799.682551691941233867","No"
"0x4c49d23db15fdcf3a4c94c6aa3913bcf247fd2d3","4,786.618082046704010282","No"
"0x3699b681b2fc695ba6d10cdca736d7f89f5ccc0f","4,717.168906505313771089","No"
"0x5b97284ad9e3e7bf007a6d88a303a706e45d2f1f","4,706.034347413181082294","No"
"0xfa99dc1f2c8259e7339633a339798f80e1c38fb0","4,683.981720055042506352","No"
"0x5494fb59dd1451417865983baec235fdbe0bf009","4,661.367433191368114739","No"
"0x5f3937441dae3cc51e249e251d89dae9b75b63a2","4,661.35616989211527781","No"
"0xbf5e2cf41a8169e984121ca25c190a2b6413de19","4,620.851577894609645599","No"
"0xf6d2c65c12a471feb150badc61b0ab29c9be979d","4,616.875451017187395699","No"
"0x87c85a8b87cc703fb4dd32b154896b2fa9e1980d","4,561.080774712348570298","No"
"0xea436fd07ce692dc3c088bc242b0dd39071aa4f2","4,529.328535186067153861","No"
"0x11d164f4cb396c88e1e985b5646666dd1ed463e2","4,516.546265514761800503","No"
"0x896be40d15d1dbfa4f4ff25a110f3ce770e07897","4,497.257388967247384602","No"
"0x05e4bc0eefdaaeb7ea7668f6197b6f07323c0304","4,489.095676245878334572","No"
"0x6947b5d9255b6eaae331833214900c7bd8608d10","4,452.573351358649282742","No"
"0x80b2ff4c5c7fc181ea35c0e3a9193c5e5b637a7c","4,374.555063357857441291","No"
"0xd18e1e8430ef42fe9a9bef1da64aaee632bd2419","4,308.407280012333674215","No"
"0xe1210362d5671bcb98a123d3a2b9c5fcd79f774e","4,294.744648536141746301","No"
"0x04eeb8d7070f22a7e3f4aeb0e7cdbbc0854eafd2","4,230.36514251472111442","No"
"0xdb5a3d084d29f3bc496f95e7d697ab40b88fdda5","4,208.978887409847608532","No"
"0xa986056feb37fb7bda26b16f332b685ec6b2222d","4,186.394872893211247821","No"
"0xfc192f4c1a2f609c612145efcce3d1107625f48e","4,176.334209743102712571","No"
"0x31c798ac8159568d44c7f0c8678bf6fdc4caf57c","4,161.887522932049052256","No"
"0xd7a0d12731b6461443dfe8429386cd00b6102e1c","4,159.312727000089261357","No"
"0x14ab9fef6be1ad3532ffd79066df9a056d3a8529","4,153.942870391554945413","No"
"0x1efdbf70b61b11d0c5ebb4e1b43114ca6e7a48e0","4,146.006157106232552977","No"
"0xbb34c33875ba576284aab8bdfca6174bccf9c3ba","4,127.377939253355245392","No"
"0x71798286f43a7c822c7ed247211767768b018afb","4,119.109886341897210978","No"
"0xf64f1e9faed13e5c7b1cd79c8417972b6ce1111f","4,095.905303893641700534","No"
"0xa642851cb50ee02fce29f510443c4b52692cd404","4,079.852896966563474752","No"
"0xac8a62030773e225c55c05c3d75541fd475e2851","4,060.545897706581019104","No"
"0xd9f25de463a61177ef6e6a3dcaa722156ad73ee4","4,054.374618563046232812","No"
"0xb6281df1353d79ca02dcd157bc36c0115012cf7f","4,045.402042696064757802","No"
"0x5636608b362e65396ed1a2b6f6d309caa8327035","4,036.998637742886940662","No"
"0x16daffc65a755fc681fc76ec9dcd1415459808b0","4,029.734598021755670319","No"
"0xae3058cd4b277ad2525e76f3a783dd44ea6a91b8","4,007.395916135992527935","No"
"0x69eb185fb920516585d0e145fdfc030a1a059388","3,998.392536611236671244","No"
"0xcde1e558c46b4436f7edef56d9e9ec5b4089ed34","3,993.974259244499109717","No"
"0x0f4e7514d3047b1150b7e6d4319af3aaa69688e6","3,979.616292566272155035","No"
"0x3c6a92faa0ab44bf5ad06d4206a644b1e47878c8","3,967.813540536850188682","No"
"0x79043587a086b2d214b07a04aec4f4062737d49d","3,950.976205424450853153","No"
"0xa18f4709906676fee311e591e450dc6279d7e313","3,947.281621823494323405","No"
"0x769abb3882fbbb3a55cbc2eac71d42a6552c250c","3,927.347779132266139394","No"
"0x5f532d6d901ff6591652355ed5769ad414e6c6cb","3,885.651788812498355499","No"
"0xd2616d27918a4c3f875bda47713750f9afa06120","3,853.581976355412699414","No"
"0x63457c6a6bbcb722bae38956829760ba96557856","3,796.471229921818964907","No"
"0xc126ebc835fbe29b5f346158138b5663d6f5e307","3,713.589113987726869209","No"
"0x63b45df1f6b40cc883037437d6eb202b30e8d9b0","3,667.980619879044966438","No"
"0x8f6d011765cca5a1c535e03b7d8918826f625698","3,640.000168908752373739","No"
"0xda1c881289430ee50bfd8cf4275c8365b14eb780","3,637.388505548705905587","No"
"0xcb0c14e4eac4ab9c36d051348f82bea19178fca3","3,557.894019092627549827","No"
"0x6ecf94b09613864a9796d8d66d63551956f0632c","3,554.230787622462979722","No"
"0x879386327d22f315a05238e8727edcc6f02ae67c","3,547.831164223515293385","No"
"0x2d8ab422741b32d66b988e4f4ce39cc74eac9287","3,512.421434224840558569","No"
"0xf641e3839ef8433ab7ea40316ded32927c0b86d6","3,391.254225303173258844","No"
"0xaf3144e51c2fb7f4a8afc2811aa3f6e792c4b10b","3,305.090608059344451217","No"
"0xc0498c8b9577c110515575fb8a29ecb53f6b11b8","3,277.856360272618526321","Yes"
"0xb26fbf5fbd32a095f925ffbc71073261e1081573","3,226.008750115247909255","No"
"0x2b7242e1c2254b48c4f9912d4719f149352f9d57","3,124.793773925842116918","No"
"0x195795ed981e7038a6b19e4bfd28b321210b7445","3,070.662476783315944204","No"
"0xfa24048955cf7699a50ec1d2abcb0cba89c08c38","2,980.220468579303183249","No"
"0x48774f4ba2f95c07083bac863c49ea3964175dbe","2,908.887692205427591894","No"
"0x8c599c723eca4b244bae808023989dca9d3b2f15","2,903.492665303179799645","No"
"0xd11efe96527fda776b1530ad157c8160533cb5e4","2,902.703378587006854144","No"
"0x35a0aef8b624cc141fadb562ef5ac20a706f2e4a","2,858.086510885473008384","No"
"0x26073270c02300f137a0e3a0925cfb5edf9216df","2,817.66153612429053312","No"
"0x824d7c48593395a859a5b365b51c05e44bc21cde","2,805.776506836957258014","No"
"0xdc0d68f5d8a2dcd1fcf8c05e7c4cf1fe3d9aed78","2,803.125322003244712777","No"
"0x76d03242952f35260d6a5cc697192808c706d83d","2,775.77511658639990987","No"
"0x98f1748e9a0b72ecf5589500cb87b87d91c38a39","2,744.838911946685539009","No"
"0x2146520ca9fabb6ad227d0e8bce2bf18fd742bab","2,721.083036941474823117","No"
"0x7a53e5f8b171220f60ece569c77cb236fdf35a15","2,593.726005497490501807","No"
"0xe49f4ca879cad2b68a336c841f5e13f95ec5ba1b","2,582.408060047730125853","No"
"0x4790b976671464d1f9ce91fc1a9006dc80ddb9e5","2,579.601785172833424265","No"
"0x3578bafd8be6fc380047e423d875573294410f57","2,517.139949131360676988","No"
"0x506a25e75dee7cd03b98e94f7e08bf897b87991c","2,357.443159111883424462","No"
"0x1a10aa47a7ec57b29a33bb126b83ac594f58f95c","2,353.382578114321445223","No"
"0x2cf84928261f655a47d04ec714d3bedf9375de46","2,335.007751014846963809","No"
"0xa5d121732e2de441591e4b4bf6f7e300a0304493","2,304.225357264572070118","No"
"0xc5a076cad94176c2996b32d8466be1ce757faa27","2,228.540132253579269225","No"
"0x97932301b956b8487132975d331b0a9ab1844afe","2,196.187241064788562304","No"
"0x3d429538aa866bd10b487a2a36ae118fcf7975da","2,176.455925193642601072","No"
"0xa6bb10a16a7e6e327aa62f011faedd8f79ed9bd5","2,059.224573082298291577","No"
"0xfbb52e9a352356371fc7eb7412bbb5d74f9e5994","2,027.306166485374065642","No"
"0x9efae34d52428486e8999d6d265f3c2c0a51d44b","2,008.724760703348150161","No"
"0x18beceb3674f20ee3f75c03ef06542c8c882d088","2,007.279043434729403792","No"
"0x6bafc80ac71905ebae8804832317019ff85b5715","1,995.476165376592905521","No"
"0xee38c3c0ad0012bd1be6862b39ade4f969a50597","1,961.392432698287231128","No"
"0x9bd91abdf39a167712b9f6c24d1c9805d5fb9242","1,961.100968609766015737","No"
"0xfc04bfed253e9a73ff2ffab2f6b2594deb62f85a","1,960.00000919566241767","No"
"0x23abf38a6d3ad137c0b219b51243cf326ed66039","1,856.579430144109501627","No"
"0x6418b4efef49e247b11fffa8a31b2346592165b8","1,852.000000886573996101","No"
"0x33d8fa2cd11f721a0e9a0105e4178f1e489c16f9","1,838.97227635088688618","No"
"0xc98513bf3a053438715699d7f6e5d23811fded4a","1,821.558934354510507336","No"
"0xd8d741dc89c1de3b2f314693752892255105c8aa","1,801.90891102246847366","No"
"0xe20feaa33fa181a29d2986c396647707fd83b1b4","1,764.004247930898612331","No"
"0x8f73a12df13eaf4dc0afb5732e948971fde209a6","1,759.446675909860405369","No"
"0xef86c6a333f25cf04ab6c767b9259fd5ea971f6b","1,709.344475521867049688","No"
"0xf077dda2b933d2efbdf7352e4e9d45e583d9cec3","1,677.037382742650977551","No"
"0x5ca55ce12827d57978e770193b1ee0d044180d44","1,669.881922264539840687","No"
"0xe92dd4badc44caea3328d224142a37bb26b6a746","1,655.073295862285720078","No"
"0x9041414ae332c069d0814a4577cac485a63b8636","1,617.000051281273360294","No"
"0xaaec547d3c730fc7d728b155265a49c71b9dd558","1,615.566036063177621208","No"
"0xa63eb8964baa2095a85d65ab61f2d8bc9380c99e","1,600.116698155524707854","No"
"0x340c901c669a74b05c05b7e7c36ebbb5051b49a6","1,585.183922347712338471","No"
"0xc671392815cd0fd0b6a24be02230a85a69a96d88","1,578.006968316121404672","No"
"0x70266cfaa52de272709d2e3662b883dc75ef738c","1,563.855920938116533654","No"
"0x55b05577303a419a163eab61069c3fd76d1c59bd","1,518.627117217431383698","No"
"0x52aa168f95672c25f0138dee2003b3b137b975d1","1,507.425044993651326176","No"
"0xaf51db0810dd3e71530f9248a2cec66b08f175d4","1,492.500052503811992302","No"
"0x8ae161cf4ab15d0da6f8a24bf0555dd797043147","1,492.500021876958793525","No"
"0x2406556592db88aab16370e7db1c9229f61c4c13","1,483.000970743544835064","No"
"0xabd6a02c472e69c3c6fb502c5061e04fdcf06029","1,476.982353278378723357","No"
"0x34cd3598af0ee5175288e97784720e3926fa1a1c","1,450.001667149882279912","No"
"0x3ce0820a682816def77a13056999367f3368f8d8","1,439.513941938199631152","No"
"0xa66d92fde186a14ff751d2b42e3aef645953cec4","1,438.367407953266288514","No"
"0x73e5ef5498ac1bde2357fac56b4f54176a09abe1","1,435.478266951778920571","No"
"0xdc98f146fafebb3972bdb30bb02063477bf4a543","1,435.300161679626849338","No"
"0xe5f096f6e89b7f8d328af059833d11f29f3fcdee","1,403.395097210032310014","No"
"0x5f5da8f2add168010dbf981517cdb4e8b176e364","1,391.837756962624720822","No"
"0xa62066f2d0d698ace44eba25f9c9b6818b4dbea8","1,391.408263571242757183","No"
"0x632e51e7f8a2adb03dfedf0930e913c8ece19a1c","1,386.750023946108592454","No"
"0x1346d9c6315f6c23fe280b49ef215aebd49338b2","1,383.674823663564841922","No"
"0x051436a806da6ca3e85314dd2275bb8ca1b71f72","1,373.321161955614655263","No"
"0x5f6957d64e0dc8711654be3d3bf792aedd83a0e6","1,371.904321062077474051","No"
"0xdaf19886361f2e6b53889296f7c5835059303f73","1,368.656812589386051869","No"
"0x5fdfa8361123d73aca2b91bde6a3e324d148f591","1,349.05153189143263057","No"
"0x30e09c3fdbde9edfe987468e5982cc26bd6eed6f","1,342.474037799122968149","No"
"0xebaab217a6f504df8e493a9d5b44e7e548461637","1,304.511632979821869966","No"
"0xf4859a0d738bdda102380637799e24ea11c16d43","1,293.620022755039918903","No"
"0xcc2ecd2d8e0d77bc12ac03fe489636cd9b96cf05","1,293.500032780495578952","No"
"0xb733d71c1736782caa5e915061fdabab4e73879f","1,291.064338620420573943","No"
"0x79037baac8f1e9326d53e483b5373500ef720cd1","1,290.45734635830659775","No"
"0x05244d033956ffce13da8331a6dd1e183d917194","1,285.319736246070838584","No"
"0x4fb1505bc6d7061090f0518d4a2baef6ebeecf34","1,275.105007127130903092","No"
"0x5806db6af756704a136201f350316e860e605ca0","1,272.380411310280418765","No"
"0xd435b22d96bfe40752e8b01596c1e95b3fef3afa","1,257.004583780588812286","No"
"0x9814fc9368ba5242d558642e0dac716a75757b99","1,255.937554466344462106","No"
"0xc6311744c67104d61ced69a1c9379f9cf23440dc","1,251.710002328793136496","No"
"0xf498bc89cc6687a34512f2710705913dbb0f7ebf","1,243.736825848665001666","No"
"0x942f916c60de629c0758542d4b08fc1356309dfb","1,239.319036442390840959","No"
"0xd753c8bcdbef62893fe2656c4b448f980f3cfd7c","1,231.317679392606476527","No"
"0x394d5f1c6442ae884a684483c7e04fde2b5d67f7","1,200.000036146967574807","No"
"0x3722a8bba8aeecacb5ef45208822bf935fbadb75","1,197.852359315850218446","No"
"0x65ca2b4f9cc1d9b84056897ee612f198b319d12e","1,195.99004176488669417","No"
"0x595170ff30508f85f94f1c28261f6e624fa72fc5","1,189.094887025349053902","No"
"0xcc9e4ce9f4aa180033aa82745426f1922b3b76ce","1,187.496127206343426198","No"
"0x21f56fcdeedb5a90286b0868dd0f6d8c7e131d9c","1,171.930572526975465735","No"
"0xdfd143ae8592e8e3c13aa3e401f72e1ca7deaed0","1,171.13328332943353769","No"
"0x330e16622f947cbbfa15ab2fdf83014eaa27ecd1","1,168.36820786038397167","No"
"0x43a5de74e350ff0b746639b5d4e6c150716401e7","1,160.770705470117812724","No"
"0xfd5c13f458a0ec2c4a6cec5052ec21ab561a5d79","1,148.388723513188524335","No"
"0xa171574706d53ba0a237fe4badf79a71fae0b480","1,143.481304590262518294","No"
"0x69822283b342e31706c68e31cbc2adf75e72fcc8","1,138.32714672206395239","No"
"0x8afbe44b56c86501b52eba576b13f570d43af75b","1,136.164584926155794168","No"
"0xd569bad97193415edbf6cf2ecdaf599db70ab1db","1,132.048848196944092196","No"
"0x17da8a289f70e1a10de2a4b051dffccc75d237e3","1,130.537626676514724585","No"
"0x36ef1fb3756f388a966a305c9712ae849c54de0c","1,125.600055330986174776","No"
"0x7032739876e32b1256e62d17c88c011815d53362","1,119.389461446472401406","No"
"0xf2ddd169fb046a5f0e59c16ab7c39f4f275813cc","1,113.070667921918233542","No"
"0x41af64957cae30e90bcb2f15227c45bac0b1b3d0","1,111.200023862690885671","No"
"0x055faa138133135e2d61b2f3efbebf090d489ba2","1,110.801541040115471222","No"
"0x4df23182aa4d3a58119e07110ec85e460e0174ee","1,110.00002021305731488","No"
"0x41342d0d5105831888c02231b7a83724683b8609","1,107.124709468971247597","No"
"0xc9284a9fd6d8c484bfd7e24f26b1634585f0a296","1,105.609837549449160445","No"
"0x28cc319b60cad0c62eaa694212c4a7da31bf2067","1,101.940013080870463011","No"
"0xb8898bb87b07bac7ba9c2268e6d0640d5a208a7a","1,100.0922918365850006","No"
"0x86fe4bc2d9e4cf91ca207fc6da833ef505926bd0","1,098.236027810023167974","No"
"0x01e2361a7b1eed6657ca024622117ada04f4994b","1,086.622257524907368333","No"
"0x750c75a1dbb59b3fcf09a26476def2cc89a9418e","1,079.736094087320393959","No"
"0x247310daf50e96405b6e64eb4ea932169e4bb196","1,076.354107725834626777","No"
"0x5edb0b26939764933c1ecfd99ab9379dfb62f4ad","1,076.230616436186950241","No"
"0x2a03f71a5245b7542585dfca127ee6a7ce8c2c45","1,074.600445389045025124","No"
"0x4f56ca29f33c70e2de75aba84d55e3b17eec8a3a","1,058.011378690919149846","No"
"0x5350a6daf7774fe99dabcc1f7b1564bc8fee8b8a","1,044.631241339316144058","No"
"0x86ba22e3e4a2ec1ae984e9a53e64001c7631c660","1,044.456512091299994257","No"
"0x557c60995797fa7b47be105227a2e46148d85750","1,038.746008663168092057","No"
"0x9686bd93f4df69297dd6e0ed7003c75a6513a258","1,034.884150893270170124","No"
"0x4168a5e92b9b33ee3743da4a9afb7973c32d4a8b","1,024.875002877732213753","No"
"0xb62a624fc428e6d3490b73b3d8fafbaa20315ec6","1,023.697238772369510776","No"
"0x2a288b37c33b01facd3ddf1789dbf8e2883fdb40","1,023.220893184922724939","No"
"0x7e55f1816ec2692aff7b1115f7a6bcf35d0062fa","1,021.077159520939081486","No"
"0x4ce24f53096cc397625c80f7b5e4088070bca601","1,019.538107715478181202","No"
"0x91c57773343731d0081a6ce0b33428f399b51af4","1,018.546774749299702841","No"
"0x368f4ac50e37726bc594d2b38318a48040830669","1,012.756287882863252328","No"
"0xde5f01e1a1674b27d97b838f499038e7db88989f","1,003.962246528603365857","No"
"0x6afa95929c087bd4f455d995d4f312b690fb5dee","1,003.621510791309573523","No"
"0x19e8c1745ed23f18b2ca23f0095a0d07df4fcca4","1,000.080092933294240063","No"
"0xea47d7494090ef45873093dad23cbb0a8701a8e5","1,000","No"
"0xd879da07dd5437357552dc62f8d799cbdb917c3a","999.287863696566264454","No"
"0x023ba696fa2d63ae048b410dfdfa8489200ff1d4","997.903731111608902227","No"
"0x4bdac69128172d1381974418d5d68ba4b0e3ece4","997.716546886660570744","No"
"0x5a56908234ef2d6252369ab9068f691f73bacc33","997.5173574155519758","No"
"0x7c298953748c13dde34268c130aca6bf8688e370","997.5074370773834908","No"
"0xe37b54363e73a2694f5b5fe71139383a5f3bfbd1","997.507426881101107434","No"
