0x0000000000000000000000000000000000000000,0.250500944889961605
0x000000000000000000000000000000000000dead,0.000001796720065712
0x00000000000000000000000000000000000da003,1
0x000000000000fea5f4b241f9e77b4d43b76798a9,9592.258107255141870107
0x00000000009726632680fb29d3f7a9734e3010e2,11.420928695484498173
0x0000000009118417337bb38bb644d1744653726a,1433.594682356489653527
0x000000006f457c0f8f560333d9c2877287d92a92,45.5985
0x000000007b91f5c2937100ec91eb2000e292148d,142.092845536405631756
0x0000000562d38fab3abb3d7161868ae5e1e71c22,187.909395
0x00000012ec7f8928bd4deb14da43d53184ad6a51,19.0045
0x000008e5d5eb20ca8de1bb4a26ac69b1b100a522,543.67895
0x00000b7a7a859f1b7ab55579fd4e7b0b22064f3d,279.930000000000000002
0x00000bf37bf65869b9e87a01719f121c593523a9,2.715
0x00001bd815185c5adc3b58336d4dc36f00e24052,0.271499999999999997
0x000050047090939334d1d5b1de829dfd79800000,0.009505661570668756
0x000076e0bdce5ee378e335cd54d19659f7da1ca6,0.1848
0x0000a26b00c1f0df003000390027140000faa719,6591.209543999999999939
0x0003c87bfb1154e15d153f018feb2f562c533d82,18.678923
0x0004c1290daebd85bf0ca0e4000e6f28b6efc867,8.00975
0x0005ea2f24a72fac46f45e7bf8b77473d0e47772,82.067798
0x0006226e6b12883c473a39e2e88da504773c21c6,65.892631822
0x000683a18db9ccce193b63c5173badde2142abfb,17.047796394563986447
0x0007fcf5590179336c826a60c80976623c7bbc29,2727.717757399999999248
0x00087fd81bbfebcf10852753a47195a888e2a66f,3.0429
0x000ab917c369d48bb88e637e47f49a56d71d694e,5.515349319469694347
0x000b5e83dd32ba4bab4b3d1744a73b36caaac715,0.000000000000001994
0x000db64c851614e8518173b1720cac509177d404,0.6335
0x000f9aefd4275bdf89b01d75d73d7f70730a1a4c,46.69774
0x00106e95a776578e5a83f6e97677c5d568bd2818,11.0943
0x0010771d188c12bc207c71b1a66b92c31d8f9888,8.38785
0x0011ac2b98330cbe23318855e207dc5b3f6ae0d8,8.358
0x0011c2be2cd153398235c752b626ad86f623ccc8,8.34805
0x001366d3d52e78f625b214086ad15cd7e6444e7b,0.03724
0x001376f83d9caedfa7ff3131257a61c78ea28cb8,8.3381
0x0013ab9986536c9f9eb26bd3a80085beb9b2fd68,8.32815
0x0015e893d9b30d88b0e8f1e06bf6d33be850ead8,8.3182
0x0016d25e3ee2a7a95cd5ee713c2fdb83dca90888,8.38785
0x0016eebfe7363092e0489c6e8d15cadea1d6a4ee,134.669672970940754019
0x00172e1616e51ceaadf7c91a9f8432d9e5239452,0.092199
0x00185c1e669a1dad91c5bff2a3b1937b8e3efd58,8.3381
0x0019545c100c3441c4e9d40f24478fbffa53fd8a,9.31131
0x00195ab68363bb7b8f501291c62297bdd67f0de8,8.3381
0x001c6972e0256eb5ea77902ffebfb1d2de979db8,8.30825
0x001dfc2606da7581282bce11616b75c5b7e18fe8,8.3381
0x001ecfe5f2d79617f33aecaf55a89dd3ebaf8968,8.3381
0x001f326c92450a1a207e47529021d496a7da58d3,9.987129775267670051
0x001f925239168834b2d47ed208120741dee81a10,8.8555
0x0022a000af6e7309abf7439ee369ae8aec1e5609,19.586482701931557314
0x00236854fa6ac98650728e2fde09ca06bbe0efb4,313.114531573215090144
0x002479c3e1a85d31dae9e031bbf088f8e9d06a3d,8.955
0x0026914210262825ceac1227963d4d903d4ddbe0,0.307094973414611716
0x0029c5ba0ddb9dbcd27ca9430aa95b918ebe84b8,0.001
